rental_id,inventory_id,customer_id,staff_id,rental_date_year,rental_date_month,rental_date_day,rental_date_hour,rental_date_minute,rental_date_second,return_date_year,return_date_month,return_date_day,return_date_hour,return_date_minute,return_date_second,last_update_year,last_update_month,last_update_day,last_update_hour,last_update_minute,last_update_second
4105,439,423,1,2005,7,7,6,31,0,2005,7,9,3,52,0,2021,3,6,15,54,14
4106,4083,563,1,2005,7,7,6,33,35,2005,7,13,4,3,35,2021,3,6,15,54,14
4107,4232,206,1,2005,7,7,6,36,32,2005,7,14,3,36,32,2021,3,6,15,54,14
4108,4535,66,1,2005,7,7,6,38,31,2005,7,8,10,44,31,2021,3,6,15,54,14
4109,532,517,1,2005,7,7,6,39,43,2005,7,10,6,30,43,2021,3,6,15,54,14
4110,226,486,2,2005,7,7,6,44,27,2005,7,12,5,43,27,2021,3,6,15,54,14
4111,1009,515,1,2005,7,7,6,47,56,2005,7,13,2,13,56,2021,3,6,15,54,14
4112,3284,533,2,2005,7,7,6,49,9,2005,7,16,6,53,9,2021,3,6,15,54,14
4113,915,170,1,2005,7,7,6,49,52,2005,7,12,4,0,52,2021,3,6,15,54,14
4114,4109,426,1,2005,7,7,6,51,12,2005,7,15,1,36,12,2021,3,6,15,54,14
4115,102,371,2,2005,7,7,6,52,23,2005,7,14,6,12,23,2021,3,6,15,54,14
4116,666,352,2,2005,7,7,6,56,13,2005,7,11,11,13,13,2021,3,6,15,54,14
4117,780,158,1,2005,7,7,6,58,14,2005,7,16,5,28,14,2021,3,6,15,54,14
4118,355,224,1,2005,7,7,7,3,30,2005,7,8,9,20,30,2021,3,6,15,54,14
4119,2078,319,2,2005,7,7,7,6,3,2005,7,13,1,56,3,2021,3,6,15,54,14
4120,987,559,1,2005,7,7,7,7,3,2005,7,16,4,7,3,2021,3,6,15,54,14
4121,2429,176,2,2005,7,7,7,13,50,2005,7,13,4,32,50,2021,3,6,15,54,14
4122,273,31,1,2005,7,7,7,15,35,2005,7,14,12,10,35,2021,3,6,15,54,14
4123,2707,469,1,2005,7,7,7,16,19,2005,7,10,5,23,19,2021,3,6,15,54,14
4124,2856,330,1,2005,7,7,7,19,54,2005,7,11,5,54,54,2021,3,6,15,54,14
4125,4131,269,2,2005,7,7,7,20,29,2005,7,15,6,41,29,2021,3,6,15,54,14
4126,3018,163,1,2005,7,7,7,24,11,2005,7,15,7,31,11,2021,3,6,15,54,14
4127,1774,15,2,2005,7,7,7,26,19,2005,7,14,7,50,19,2021,3,6,15,54,14
4128,3563,492,1,2005,7,7,7,35,25,2005,7,14,8,13,25,2021,3,6,15,54,14
4129,1413,592,1,2005,7,7,7,37,3,2005,7,14,13,31,3,2021,3,6,15,54,14
4130,4170,256,2,2005,7,7,7,51,53,2005,7,11,12,41,53,2021,3,6,15,54,14
4131,2621,58,1,2005,7,7,7,53,18,2005,7,8,4,48,18,2021,3,6,15,54,14
4132,993,154,1,2005,7,7,8,6,7,2005,7,10,14,4,7,2021,3,6,15,54,14
4133,3672,488,1,2005,7,7,8,12,26,2005,7,16,3,43,26,2021,3,6,15,54,14
4134,2917,183,1,2005,7,7,8,14,24,2005,7,9,10,42,24,2021,3,6,15,54,14
4135,3384,36,1,2005,7,7,8,15,3,2005,7,11,10,56,3,2021,3,6,15,54,14
4136,3461,203,2,2005,7,7,8,15,52,2005,7,10,4,22,52,2021,3,6,15,54,14
4137,2065,485,2,2005,7,7,8,17,6,2005,7,11,10,52,6,2021,3,6,15,54,14
4138,1588,317,2,2005,7,7,8,17,13,2005,7,14,5,18,13,2021,3,6,15,54,14
4139,2094,509,2,2005,7,7,8,17,35,2005,7,14,14,1,35,2021,3,6,15,54,14
4140,1897,190,2,2005,7,7,8,19,10,2005,7,14,7,27,10,2021,3,6,15,54,14
4141,1904,456,1,2005,7,7,8,19,20,2005,7,11,6,54,20,2021,3,6,15,54,14
4142,4045,492,1,2005,7,7,8,19,45,2005,7,8,13,55,45,2021,3,6,15,54,14
4143,597,238,1,2005,7,7,8,22,7,2005,7,13,11,42,7,2021,3,6,15,54,14
4144,550,431,2,2005,7,7,8,25,44,2005,7,16,13,10,44,2021,3,6,15,54,14
4145,3050,592,2,2005,7,7,8,26,39,2005,7,16,12,54,39,2021,3,6,15,54,14
4146,176,411,1,2005,7,7,8,30,16,2005,7,12,7,52,16,2021,3,6,15,54,14
4147,2776,274,2,2005,7,7,8,32,12,2005,7,12,10,10,12,2021,3,6,15,54,14
4148,260,59,1,2005,7,7,8,36,58,2005,7,9,5,51,58,2021,3,6,15,54,14
4149,3028,50,2,2005,7,7,8,40,17,2005,7,10,2,58,17,2021,3,6,15,54,14
4150,4424,188,2,2005,7,7,8,43,22,2005,7,8,5,21,22,2021,3,6,15,54,14
4151,4564,428,1,2005,7,7,8,49,2,2005,7,11,5,19,2,2021,3,6,15,54,14
4152,1761,89,2,2005,7,7,8,50,33,2005,7,14,10,56,33,2021,3,6,15,54,14
4153,2185,299,2,2005,7,7,8,53,8,2005,7,11,5,9,8,2021,3,6,15,54,14
4154,191,594,2,2005,7,7,8,58,23,2005,7,14,3,16,23,2021,3,6,15,54,14
4155,212,548,2,2005,7,7,9,0,49,2005,7,13,10,59,49,2021,3,6,15,54,14
4156,1259,585,2,2005,7,7,9,3,51,2005,7,12,9,46,51,2021,3,6,15,54,14
4157,304,183,1,2005,7,7,9,4,26,2005,7,8,9,55,26,2021,3,6,15,54,14
4158,291,433,1,2005,7,7,9,5,42,2005,7,9,4,28,42,2021,3,6,15,54,14
4159,3625,62,2,2005,7,7,9,10,57,2005,7,9,10,19,57,2021,3,6,15,54,14
4160,1909,326,2,2005,7,7,9,13,17,2005,7,15,11,50,17,2021,3,6,15,54,14
4161,4021,216,1,2005,7,7,9,15,11,2005,7,15,6,59,11,2021,3,6,15,54,14
4162,745,571,2,2005,7,7,9,17,26,2005,7,15,10,15,26,2021,3,6,15,54,14
4163,3176,376,2,2005,7,7,9,19,28,2005,7,10,6,47,28,2021,3,6,15,54,14
4164,3133,295,1,2005,7,7,9,20,11,2005,7,14,9,35,11,2021,3,6,15,54,14
4165,3845,66,1,2005,7,7,9,23,27,2005,7,15,6,0,27,2021,3,6,15,54,14
4166,3267,376,1,2005,7,7,9,33,30,2005,7,16,6,6,30,2021,3,6,15,54,14
4167,3771,175,2,2005,7,7,9,37,8,2005,7,16,6,16,8,2021,3,6,15,54,14
4168,1872,132,2,2005,7,7,9,37,24,2005,7,9,14,32,24,2021,3,6,15,54,14
4169,3360,580,1,2005,7,7,9,39,18,2005,7,11,13,43,18,2021,3,6,15,54,14
4170,2665,99,1,2005,7,7,9,44,36,2005,7,13,14,10,36,2021,3,6,15,54,14
4171,4199,476,2,2005,7,7,9,49,4,2005,7,14,3,58,4,2021,3,6,15,54,15
4172,1158,309,2,2005,7,7,9,49,9,2005,7,11,15,14,9,2021,3,6,15,54,15
4173,4272,320,1,2005,7,7,9,57,26,2005,7,10,4,5,26,2021,3,6,15,54,15
4174,3814,182,1,2005,7,7,9,59,49,2005,7,11,13,34,49,2021,3,6,15,54,15
4175,1979,8,2,2005,7,7,10,2,3,2005,7,10,6,9,3,2021,3,6,15,54,15
4176,2745,420,1,2005,7,7,10,3,34,2005,7,16,8,43,34,2021,3,6,15,54,15
4177,4106,317,2,2005,7,7,10,12,36,2005,7,15,15,48,36,2021,3,6,15,54,15
4178,2898,513,2,2005,7,7,10,14,31,2005,7,12,9,38,31,2021,3,6,15,54,15
4179,559,75,2,2005,7,7,10,17,15,2005,7,10,5,12,15,2021,3,6,15,54,15
4180,1704,3,1,2005,7,7,10,23,25,2005,7,10,13,18,25,2021,3,6,15,54,15
4181,3725,598,1,2005,7,7,10,27,54,2005,7,13,6,9,54,2021,3,6,15,54,15
4182,3080,256,1,2005,7,7,10,28,0,2005,7,8,12,50,0,2021,3,6,15,54,15
4183,3342,479,1,2005,7,7,10,28,33,2005,7,15,12,29,33,2021,3,6,15,54,15
4184,1022,468,1,2005,7,7,10,30,8,2005,7,14,12,56,8,2021,3,6,15,54,15
4185,2425,395,2,2005,7,7,10,31,5,2005,7,13,5,30,5,2021,3,6,15,54,15
4186,3910,185,1,2005,7,7,10,32,25,2005,7,15,6,22,25,2021,3,6,15,54,15
4187,2,161,1,2005,7,7,10,41,31,2005,7,11,6,25,31,2021,3,6,15,54,15
4188,3243,391,1,2005,7,7,10,45,29,2005,7,16,9,39,29,2021,3,6,15,54,15
4189,1492,386,2,2005,7,7,10,51,7,2005,7,14,14,46,7,2021,3,6,15,54,15
4190,826,349,1,2005,7,7,10,52,39,2005,7,11,13,19,39,2021,3,6,15,54,15
4191,2475,390,1,2005,7,7,10,56,14,2005,7,11,9,56,14,2021,3,6,15,54,15
4192,624,558,1,2005,7,7,10,57,6,2005,7,13,16,30,6,2021,3,6,15,54,15
4193,3791,445,2,2005,7,7,10,57,21,2005,7,9,7,33,21,2021,3,6,15,54,15
4194,1753,153,1,2005,7,7,10,59,39,2005,7,15,9,34,39,2021,3,6,15,54,15
4195,450,455,1,2005,7,7,11,0,2,2005,7,14,16,54,2,2021,3,6,15,54,15
4196,3407,564,1,2005,7,7,11,6,33,2005,7,14,13,46,33,2021,3,6,15,54,15
4197,2515,324,1,2005,7,7,11,7,52,2005,7,10,10,19,52,2021,3,6,15,54,15
4198,333,247,1,2005,7,7,11,8,11,2005,7,16,15,29,11,2021,3,6,15,54,15
4199,2120,259,1,2005,7,7,11,13,7,2005,7,11,7,17,7,2021,3,6,15,54,15
4200,1097,292,2,2005,7,7,11,15,11,2005,7,11,11,46,11,2021,3,6,15,54,15
4201,3682,145,1,2005,7,7,11,19,51,2005,7,16,8,48,51,2021,3,6,15,54,15
4202,2274,38,1,2005,7,7,11,23,48,2005,7,16,16,32,48,2021,3,6,15,54,15
4203,2743,189,1,2005,7,7,11,24,14,2005,7,11,16,26,14,2021,3,6,15,54,15
4204,1513,569,1,2005,7,7,11,24,18,2005,7,15,12,42,18,2021,3,6,15,54,15
4205,3922,486,1,2005,7,7,11,25,39,2005,7,11,6,12,39,2021,3,6,15,54,15
4206,1557,448,2,2005,7,7,11,32,16,2005,7,14,13,7,16,2021,3,6,15,54,15
4207,1119,588,2,2005,7,7,11,32,45,2005,7,14,5,49,45,2021,3,6,15,54,15
4208,3617,441,1,2005,7,7,11,34,22,2005,7,9,8,25,22,2021,3,6,15,54,15
4209,2010,100,1,2005,7,7,11,35,8,2005,7,10,10,58,8,2021,3,6,15,54,15
4210,1972,581,1,2005,7,7,11,36,20,2005,7,16,12,38,20,2021,3,6,15,54,15
4211,2001,214,2,2005,7,7,11,50,41,2005,7,9,13,58,41,2021,3,6,15,54,15
4212,1825,574,1,2005,7,7,11,53,14,2005,7,9,7,12,14,2021,3,6,15,54,15
4213,705,103,1,2005,7,7,11,53,49,2005,7,13,7,51,49,2021,3,6,15,54,15
4214,2534,484,2,2005,7,7,11,54,33,2005,7,8,10,49,33,2021,3,6,15,54,15
4215,1239,22,2,2005,7,7,12,0,52,2005,7,11,15,14,52,2021,3,6,15,54,15
4216,1216,467,1,2005,7,7,12,1,34,2005,7,8,9,59,34,2021,3,6,15,54,15
4217,3186,228,2,2005,7,7,12,8,59,2005,7,11,15,7,59,2021,3,6,15,54,15
4218,152,497,1,2005,7,7,12,10,24,2005,7,15,16,9,24,2021,3,6,15,54,15
4219,2800,16,1,2005,7,7,12,11,22,2005,7,11,11,5,22,2021,3,6,15,54,15
4220,821,513,1,2005,7,7,12,12,36,2005,7,10,13,37,36,2021,3,6,15,54,15
4221,4567,143,2,2005,7,7,12,18,57,2005,7,12,9,47,57,2021,3,6,15,54,15
4222,2053,467,2,2005,7,7,12,20,21,2005,7,11,11,9,21,2021,3,6,15,54,15
4223,2407,405,2,2005,7,7,12,23,54,2005,7,10,14,46,54,2021,3,6,15,54,15
4224,3659,419,1,2005,7,7,12,24,21,2005,7,10,11,48,21,2021,3,6,15,54,15
4225,1766,377,2,2005,7,7,12,24,37,2005,7,12,6,47,37,2021,3,6,15,54,15
4226,1692,57,2,2005,7,7,12,37,56,2005,7,9,8,48,56,2021,3,6,15,54,15
4227,4186,78,1,2005,7,7,12,41,36,2005,7,15,12,33,36,2021,3,6,15,54,15
4228,1020,38,1,2005,7,7,12,42,2,2005,7,12,10,52,2,2021,3,6,15,54,15
4229,953,106,2,2005,7,7,12,43,23,2005,7,13,15,0,23,2021,3,6,15,54,15
4230,353,205,1,2005,7,7,12,46,47,2005,7,15,6,52,47,2021,3,6,15,54,15
4231,3522,194,1,2005,7,7,12,48,19,2005,7,13,18,45,19,2021,3,6,15,54,15
4232,3841,347,1,2005,7,7,12,49,12,2005,7,15,16,45,12,2021,3,6,15,54,15
4233,1849,488,1,2005,7,7,13,0,20,2005,7,13,16,37,20,2021,3,6,15,54,15
4234,1179,195,1,2005,7,7,13,1,35,2005,7,15,13,5,35,2021,3,6,15,54,15
4235,3525,86,2,2005,7,7,13,5,52,2005,7,10,12,17,52,2021,3,6,15,54,15
4236,642,213,2,2005,7,7,13,12,7,2005,7,8,15,0,7,2021,3,6,15,54,15
4237,3773,477,1,2005,7,7,13,16,55,2005,7,15,16,33,55,2021,3,6,15,54,15
4238,3024,7,2,2005,7,7,13,22,20,2005,7,10,7,44,20,2021,3,6,15,54,15
4239,3866,122,1,2005,7,7,13,23,17,2005,7,13,17,49,17,2021,3,6,15,54,15
4240,1024,65,1,2005,7,7,13,33,12,2005,7,13,12,28,12,2021,3,6,15,54,15
4241,4154,595,2,2005,7,7,13,39,0,2005,7,12,17,49,0,2021,3,6,15,54,15
4242,3626,286,1,2005,7,7,13,39,1,2005,7,12,18,29,1,2021,3,6,15,54,15
4243,4559,339,1,2005,7,7,13,39,58,2005,7,12,19,27,58,2021,3,6,15,54,15
4244,592,581,2,2005,7,7,13,41,58,2005,7,9,15,32,58,2021,3,6,15,54,15
4245,3743,91,1,2005,7,7,13,48,33,2005,7,10,9,54,33,2021,3,6,15,54,15
4246,1141,411,1,2005,7,7,13,49,3,2005,7,9,13,1,3,2021,3,6,15,54,15
4247,808,539,2,2005,7,7,13,51,54,2005,7,10,9,43,54,2021,3,6,15,54,15
4248,773,161,2,2005,7,7,13,59,20,2005,7,14,15,18,20,2021,3,6,15,54,15
4249,4185,111,2,2005,7,7,14,5,17,2005,7,10,9,21,17,2021,3,6,15,54,15
4250,2556,423,2,2005,7,7,14,8,11,2005,7,13,8,9,11,2021,3,6,15,54,15
4251,3541,367,2,2005,7,7,14,11,55,2005,7,16,14,1,55,2021,3,6,15,54,15
4252,474,154,1,2005,7,7,14,13,5,2005,7,9,14,17,5,2021,3,6,15,54,15
4253,3355,157,2,2005,7,7,14,13,13,2005,7,16,18,55,13,2021,3,6,15,54,15
4254,3957,529,2,2005,7,7,14,13,52,2005,7,12,10,39,52,2021,3,6,15,54,15
4255,749,10,1,2005,7,7,14,14,13,2005,7,12,18,32,13,2021,3,6,15,54,15
4256,1386,129,1,2005,7,7,14,14,36,2005,7,10,9,41,36,2021,3,6,15,54,15
4257,3927,553,1,2005,7,7,14,18,41,2005,7,8,14,58,41,2021,3,6,15,54,15
4258,1562,492,1,2005,7,7,14,20,59,2005,7,16,10,3,59,2021,3,6,15,54,15
4259,4378,467,1,2005,7,7,14,22,18,2005,7,11,19,38,18,2021,3,6,15,54,15
4260,4575,305,2,2005,7,7,14,22,45,2005,7,8,15,10,45,2021,3,6,15,54,15
4261,1405,496,1,2005,7,7,14,23,56,2005,7,13,15,26,56,2021,3,6,15,54,15
4262,3122,29,1,2005,7,7,14,24,30,2005,7,14,13,12,30,2021,3,6,15,54,15
4263,2975,16,1,2005,7,7,14,24,44,2005,7,13,18,22,44,2021,3,6,15,54,15
4264,3499,406,2,2005,7,7,14,25,28,2005,7,8,8,49,28,2021,3,6,15,54,15
4265,1685,69,2,2005,7,7,14,27,51,2005,7,12,19,55,51,2021,3,6,15,54,15
4266,1578,509,2,2005,7,7,14,34,50,2005,7,8,9,23,50,2021,3,6,15,54,15
4267,136,410,1,2005,7,7,14,35,30,2005,7,11,10,41,30,2021,3,6,15,54,15
4268,432,80,1,2005,7,7,14,36,5,2005,7,16,14,36,5,2021,3,6,15,54,15
4269,415,496,1,2005,7,7,14,38,33,2005,7,9,10,27,33,2021,3,6,15,54,15
4270,183,210,2,2005,7,7,14,38,41,2005,7,10,19,7,41,2021,3,6,15,54,15
4271,533,150,1,2005,7,7,14,38,52,2005,7,15,12,5,52,2021,3,6,15,54,15
4272,488,120,2,2005,7,7,14,39,20,2005,7,13,8,57,20,2021,3,6,15,54,15
4273,4163,159,2,2005,7,7,14,40,22,2005,7,13,9,58,22,2021,3,6,15,54,15
4274,787,26,1,2005,7,7,14,42,4,2005,7,13,20,23,4,2021,3,6,15,54,15
4275,1167,393,2,2005,7,7,14,43,51,2005,7,15,18,4,51,2021,3,6,15,54,15
4276,221,366,2,2005,7,7,14,50,59,2005,7,9,15,42,59,2021,3,6,15,54,15
4277,1983,106,1,2005,7,7,14,52,12,2005,7,9,13,10,12,2021,3,6,15,54,15
4278,3693,6,2,2005,7,7,14,53,24,2005,7,13,14,21,24,2021,3,6,15,54,15
4279,581,335,1,2005,7,7,15,1,53,2005,7,8,9,43,53,2021,3,6,15,54,15
4280,1115,593,1,2005,7,7,15,9,31,2005,7,13,14,47,31,2021,3,6,15,54,15
4281,1182,321,2,2005,7,7,15,17,50,2005,7,8,11,42,50,2021,3,6,15,54,15
4282,3134,25,1,2005,7,7,15,26,31,2005,7,11,14,27,31,2021,3,6,15,54,15
4283,2807,477,1,2005,7,7,15,29,35,2005,7,11,17,12,35,2021,3,6,15,54,15
4284,1313,521,2,2005,7,7,15,31,57,2005,7,9,10,20,57,2021,3,6,15,54,15
4285,511,308,2,2005,7,7,15,34,35,2005,7,15,9,43,35,2021,3,6,15,54,15
4286,4496,111,2,2005,7,7,15,36,44,2005,7,11,13,4,44,2021,3,6,15,54,15
4287,3558,94,2,2005,7,7,15,37,31,2005,7,16,19,59,31,2021,3,6,15,54,15
4288,1508,64,2,2005,7,7,15,38,25,2005,7,13,16,23,25,2021,3,6,15,54,15
4289,3172,231,2,2005,7,7,15,45,58,2005,7,9,11,11,58,2021,3,6,15,54,15
4290,4174,277,1,2005,7,7,15,47,10,2005,7,15,15,3,10,2021,3,6,15,54,15
4291,2074,298,1,2005,7,7,15,47,47,2005,7,10,11,45,47,2021,3,6,15,54,16
4292,3084,401,1,2005,7,7,15,48,38,2005,7,15,17,53,38,2021,3,6,15,54,16
4293,984,221,1,2005,7,7,15,53,47,2005,7,10,18,11,47,2021,3,6,15,54,16
4294,2845,41,2,2005,7,7,15,56,23,2005,7,15,14,50,23,2021,3,6,15,54,16
4295,2490,319,2,2005,7,7,16,8,51,2005,7,13,13,6,51,2021,3,6,15,54,16
4296,977,407,2,2005,7,7,16,16,3,2005,7,8,20,16,3,2021,3,6,15,54,16
4297,882,141,2,2005,7,7,16,24,9,2005,7,13,15,8,9,2021,3,6,15,54,16
4298,1055,560,1,2005,7,7,16,27,25,2005,7,12,18,20,25,2021,3,6,15,54,16
4299,870,80,1,2005,7,7,16,33,48,2005,7,16,11,48,48,2021,3,6,15,54,16
4300,1189,38,2,2005,7,7,16,36,16,2005,7,10,13,59,16,2021,3,6,15,54,16
4301,1630,440,2,2005,7,7,16,37,23,2005,7,11,18,5,23,2021,3,6,15,54,16
4302,3669,332,2,2005,7,7,16,47,53,2005,7,16,22,22,53,2021,3,6,15,54,16
4303,818,108,2,2005,7,7,16,57,32,2005,7,14,17,42,32,2021,3,6,15,54,16
4304,3382,165,2,2005,7,7,17,1,19,2005,7,12,22,47,19,2021,3,6,15,54,16
4305,3926,240,2,2005,7,7,17,7,11,2005,7,8,16,15,11,2021,3,6,15,54,16
4306,1219,210,2,2005,7,7,17,12,32,2005,7,16,11,24,32,2021,3,6,15,54,16
4307,2827,394,1,2005,7,7,17,20,39,2005,7,16,14,42,39,2021,3,6,15,54,16
4308,1482,168,1,2005,7,7,17,29,16,2005,7,11,21,47,16,2021,3,6,15,54,16
4309,3549,209,2,2005,7,7,17,29,41,2005,7,14,22,22,41,2021,3,6,15,54,16
4310,3842,390,2,2005,7,7,17,30,56,2005,7,12,13,19,56,2021,3,6,15,54,16
4311,2985,498,2,2005,7,7,17,31,14,2005,7,11,19,21,14,2021,3,6,15,54,16
4312,3870,97,2,2005,7,7,17,34,59,2005,7,9,17,45,59,2021,3,6,15,54,16
4313,91,29,1,2005,7,7,17,36,56,2005,7,13,12,0,56,2021,3,6,15,54,16
4314,539,184,1,2005,7,7,17,38,31,2005,7,9,20,24,31,2021,3,6,15,54,16
4315,1472,195,2,2005,7,7,17,40,26,2005,7,9,22,58,26,2021,3,6,15,54,16
4316,517,301,2,2005,7,7,17,44,22,2005,7,14,15,12,22,2021,3,6,15,54,16
4317,2234,110,2,2005,7,7,17,44,49,2005,7,8,21,48,49,2021,3,6,15,54,16
4318,1607,321,2,2005,7,7,17,47,50,2005,7,14,12,15,50,2021,3,6,15,54,16
4319,3389,25,2,2005,7,7,17,50,27,2005,7,10,13,53,27,2021,3,6,15,54,16
4320,3437,376,1,2005,7,7,17,51,59,2005,7,13,18,39,59,2021,3,6,15,54,16
4321,612,91,1,2005,7,7,17,52,38,2005,7,11,23,37,38,2021,3,6,15,54,16
4322,1522,568,1,2005,7,7,17,54,37,2005,7,14,13,56,37,2021,3,6,15,54,16
4323,1287,336,2,2005,7,7,17,55,53,2005,7,13,16,43,53,2021,3,6,15,54,16
4324,952,226,1,2005,7,7,17,57,56,2005,7,13,22,34,56,2021,3,6,15,54,16
4325,3728,373,2,2005,7,7,17,59,24,2005,7,16,17,10,24,2021,3,6,15,54,16
4326,4037,331,1,2005,7,7,18,1,22,2005,7,16,15,45,22,2021,3,6,15,54,16
4327,860,73,1,2005,7,7,18,1,39,2005,7,12,22,40,39,2021,3,6,15,54,16
4328,2174,264,1,2005,7,7,18,3,17,2005,7,14,16,14,17,2021,3,6,15,54,16
4329,638,504,2,2005,7,7,18,4,16,2005,7,15,17,58,16,2021,3,6,15,54,16
4330,2408,408,1,2005,7,7,18,9,41,2005,7,14,22,5,41,2021,3,6,15,54,16
4331,419,535,1,2005,7,7,18,22,30,2005,7,13,18,20,30,2021,3,6,15,54,16
4332,1714,137,1,2005,7,7,18,25,26,2005,7,16,15,5,26,2021,3,6,15,54,16
4333,76,113,1,2005,7,7,18,31,50,2005,7,8,21,26,50,2021,3,6,15,54,16
4334,3021,210,1,2005,7,7,18,32,4,2005,7,8,16,19,4,2021,3,6,15,54,16
4335,1332,375,1,2005,7,7,18,33,57,2005,7,11,13,23,57,2021,3,6,15,54,16
4336,482,532,2,2005,7,7,18,34,36,2005,7,10,17,58,36,2021,3,6,15,54,16
4337,2313,464,2,2005,7,7,18,36,37,2005,7,14,14,59,37,2021,3,6,15,54,16
4338,3152,581,1,2005,7,7,18,39,56,2005,7,12,21,3,56,2021,3,6,15,54,16
4339,3215,130,1,2005,7,7,18,41,42,2005,7,8,13,0,42,2021,3,6,15,54,16
4340,3919,227,1,2005,7,7,18,41,46,2005,7,16,21,27,46,2021,3,6,15,54,16
4341,4523,124,1,2005,7,7,18,44,23,2005,7,15,18,13,23,2021,3,6,15,54,16
4342,1355,120,2,2005,7,7,18,47,3,2005,7,9,21,59,3,2021,3,6,15,54,16
4343,1926,293,1,2005,7,7,18,48,54,2005,7,12,15,19,54,2021,3,6,15,54,16
4344,1185,99,2,2005,7,7,18,50,47,2005,7,12,16,38,47,2021,3,6,15,54,16
4345,2235,225,2,2005,7,7,18,52,57,2005,7,15,21,24,57,2021,3,6,15,54,16
4346,1906,520,1,2005,7,7,18,58,45,2005,7,10,16,37,45,2021,3,6,15,54,16
4347,1964,344,2,2005,7,7,18,58,57,2005,7,14,16,35,57,2021,3,6,15,54,16
4348,1948,452,2,2005,7,7,19,2,5,2005,7,9,20,51,5,2021,3,6,15,54,16
4349,3430,182,2,2005,7,7,19,2,37,2005,7,9,17,25,37,2021,3,6,15,54,16
4350,2223,299,1,2005,7,7,19,2,41,2005,7,9,15,27,41,2021,3,6,15,54,16
4351,3567,382,2,2005,7,7,19,4,24,2005,7,14,0,3,24,2021,3,6,15,54,16
4352,2636,249,2,2005,7,7,19,15,58,2005,7,16,20,22,58,2021,3,6,15,54,16
4353,368,452,1,2005,7,7,19,19,5,2005,7,13,13,40,5,2021,3,6,15,54,16
4354,4423,208,2,2005,7,7,19,21,2,2005,7,15,17,3,2,2021,3,6,15,54,16
4355,4557,438,2,2005,7,7,19,21,19,2005,7,9,0,55,19,2021,3,6,15,54,16
4356,1907,318,1,2005,7,7,19,21,22,2005,7,16,15,57,22,2021,3,6,15,54,16
4357,3413,103,1,2005,7,7,19,24,39,2005,7,12,0,11,39,2021,3,6,15,54,16
4358,3136,446,1,2005,7,7,19,27,4,2005,7,14,23,46,4,2021,3,6,15,54,16
4359,3222,282,1,2005,7,7,19,30,20,2005,7,9,13,34,20,2021,3,6,15,54,16
4360,1811,92,2,2005,7,7,19,31,12,2005,7,10,23,11,12,2021,3,6,15,54,16
4361,116,425,1,2005,7,7,19,33,23,2005,7,12,22,36,23,2021,3,6,15,54,16
4362,3759,425,1,2005,7,7,19,35,30,2005,7,14,14,59,30,2021,3,6,15,54,16
4363,3202,168,2,2005,7,7,19,43,28,2005,7,13,0,15,28,2021,3,6,15,54,16
4364,10,145,1,2005,7,7,19,46,51,2005,7,8,21,55,51,2021,3,6,15,54,16
4365,3207,442,2,2005,7,7,19,47,46,2005,7,8,23,21,46,2021,3,6,15,54,16
4366,2961,524,1,2005,7,7,19,48,36,2005,7,14,1,14,36,2021,3,6,15,54,16
4367,4529,48,2,2005,7,7,19,52,1,2005,7,13,19,41,1,2021,3,6,15,54,16
4368,736,324,1,2005,7,7,19,55,19,2005,7,9,0,11,19,2021,3,6,15,54,16
4369,3552,517,2,2005,7,7,20,1,38,2005,7,13,1,19,38,2021,3,6,15,54,16
4370,1591,559,1,2005,7,7,20,5,36,2005,7,16,23,58,36,2021,3,6,15,54,16
4371,2533,90,1,2005,7,7,20,6,45,2005,7,8,18,50,45,2021,3,6,15,54,16
4372,2207,252,1,2005,7,7,20,9,1,2005,7,9,18,24,1,2021,3,6,15,54,16
4373,3593,470,2,2005,7,7,20,10,59,2005,7,12,21,30,59,2021,3,6,15,54,16
4374,4377,517,2,2005,7,7,20,13,58,2005,7,11,18,11,58,2021,3,6,15,54,16
4375,3035,560,2,2005,7,7,20,20,29,2005,7,16,19,29,29,2021,3,6,15,54,16
4376,1344,151,1,2005,7,7,20,24,33,2005,7,11,18,32,33,2021,3,6,15,54,16
4377,3294,205,2,2005,7,7,20,28,57,2005,7,16,2,13,57,2021,3,6,15,54,16
4378,1244,24,2,2005,7,7,20,29,8,2005,7,12,19,17,8,2021,3,6,15,54,16
4379,2773,316,2,2005,7,7,20,32,30,2005,7,11,20,40,30,2021,3,6,15,54,16
4380,3164,353,1,2005,7,7,20,35,0,2005,7,14,17,6,0,2021,3,6,15,54,16
4381,3727,486,1,2005,7,7,20,37,53,2005,7,10,16,54,53,2021,3,6,15,54,16
4382,657,26,1,2005,7,7,20,41,3,2005,7,14,15,15,3,2021,3,6,15,54,16
4383,2649,591,2,2005,7,7,20,45,51,2005,7,17,0,52,51,2021,3,6,15,54,16
4384,1178,59,1,2005,7,7,20,46,45,2005,7,16,21,54,45,2021,3,6,15,54,16
4385,849,564,2,2005,7,7,20,48,38,2005,7,11,17,3,38,2021,3,6,15,54,16
4386,499,314,1,2005,7,7,20,55,19,2005,7,10,21,51,19,2021,3,6,15,54,16
4387,591,335,1,2005,7,7,20,56,47,2005,7,16,0,51,47,2021,3,6,15,54,16
4388,3150,210,2,2005,7,7,20,58,3,2005,7,16,20,5,3,2021,3,6,15,54,16
