payment_id,customer_id,staff_id,rental_id,amount,payment_date_year,payment_date_month,payment_date_day,payment_date_hour,payment_date_minute,payment_date_second,last_update_year,last_update_month,last_update_day,last_update_hour,last_update_minute,last_update_second
1198,43,2,15155,4.99,2005,8,22,14,27,46,2021,3,6,15,56,8
1199,43,2,15800,6.99,2005,8,23,14,23,44,2021,3,6,15,56,8
1200,43,2,15945,2.99,2005,8,23,18,51,41,2021,3,6,15,56,8
1201,43,2,15644,3.98,2006,2,14,15,16,3,2021,3,6,15,56,8
1202,43,1,15745,0.0,2006,2,14,15,16,3,2021,3,6,15,56,8
1203,44,1,29,0.99,2005,5,25,3,47,12,2021,3,6,15,56,8
1204,44,1,99,4.99,2005,5,25,16,50,20,2021,3,6,15,56,8
1205,44,1,407,2.99,2005,5,27,13,57,38,2021,3,6,15,56,8
1206,44,2,721,0.99,2005,5,29,5,28,47,2021,3,6,15,56,8
1207,44,1,904,2.99,2005,5,30,10,19,42,2021,3,6,15,56,8
1208,44,1,1497,3.99,2005,6,15,21,56,39,2021,3,6,15,56,8
1209,44,1,2369,2.99,2005,6,18,14,25,29,2021,3,6,15,56,8
1210,44,1,2809,3.99,2005,6,19,19,40,27,2021,3,6,15,56,8
1211,44,2,2866,4.99,2005,6,20,0,1,36,2021,3,6,15,56,8
1212,44,2,4390,0.99,2005,7,7,20,59,6,2021,3,6,15,56,8
1213,44,2,4723,9.99,2005,7,8,12,44,59,2021,3,6,15,56,8
1214,44,1,5551,3.99,2005,7,10,3,1,9,2021,3,6,15,56,8
1215,44,1,5787,8.99,2005,7,10,14,8,49,2021,3,6,15,56,8
1216,44,2,5849,6.99,2005,7,10,17,32,33,2021,3,6,15,56,8
1217,44,2,5909,4.99,2005,7,10,20,46,13,2021,3,6,15,56,8
1218,44,1,7514,0.99,2005,7,27,20,51,49,2021,3,6,15,56,8
1219,44,2,7526,6.99,2005,7,27,21,13,47,2021,3,6,15,56,8
1220,44,2,8775,4.99,2005,7,29,20,5,38,2021,3,6,15,56,8
1221,44,1,8866,4.99,2005,7,29,23,58,19,2021,3,6,15,56,8
1222,44,1,11364,2.99,2005,8,2,17,53,36,2021,3,6,15,56,8
1223,44,2,12345,3.99,2005,8,18,7,16,58,2021,3,6,15,56,8
1224,44,1,12504,4.99,2005,8,18,13,17,7,2021,3,6,15,56,8
1225,44,1,12790,6.99,2005,8,19,0,16,54,2021,3,6,15,56,8
1226,44,2,12982,4.99,2005,8,19,7,6,34,2021,3,6,15,56,8
1227,44,2,15054,2.99,2005,8,22,10,14,33,2021,3,6,15,56,8
1228,44,2,13428,4.99,2006,2,14,15,16,3,2021,3,6,15,56,8
1229,45,2,277,2.99,2005,5,26,17,32,11,2021,3,6,15,56,8
1230,45,1,1806,4.99,2005,6,16,20,41,57,2021,3,6,15,56,8
1231,45,2,1979,2.99,2005,6,17,9,45,30,2021,3,6,15,56,8
1232,45,2,2722,4.99,2005,6,19,14,55,17,2021,3,6,15,56,8
1233,45,1,3391,3.99,2005,6,21,15,11,2,2021,3,6,15,56,8
1234,45,2,3444,0.99,2005,6,21,20,39,39,2021,3,6,15,56,8
1235,45,1,4843,0.99,2005,7,8,18,27,28,2021,3,6,15,56,8
1236,45,1,5181,6.99,2005,7,9,10,7,27,2021,3,6,15,56,8
1237,45,1,5405,7.99,2005,7,9,20,11,49,2021,3,6,15,56,8
1238,45,1,5637,0.99,2005,7,10,6,31,37,2021,3,6,15,56,8
1239,45,2,6001,0.99,2005,7,11,1,24,44,2021,3,6,15,56,8
1240,45,2,6002,2.99,2005,7,11,1,27,49,2021,3,6,15,56,8
1241,45,1,6966,9.99,2005,7,27,0,15,35,2021,3,6,15,56,8
1242,45,1,7436,2.99,2005,7,27,17,39,12,2021,3,6,15,56,8
1243,45,1,7961,3.99,2005,7,28,13,47,21,2021,3,6,15,56,8
1244,45,1,10507,2.99,2005,8,1,11,22,20,2021,3,6,15,56,8
1245,45,2,10878,6.99,2005,8,2,0,33,12,2021,3,6,15,56,8
1246,45,1,11004,8.99,2005,8,2,5,4,18,2021,3,6,15,56,8
1247,45,1,11029,4.99,2005,8,2,5,51,10,2021,3,6,15,56,8
1248,45,2,11483,2.99,2005,8,2,22,28,22,2021,3,6,15,56,8
1249,45,2,11488,3.99,2005,8,2,22,35,15,2021,3,6,15,56,8
1250,45,1,11725,2.99,2005,8,17,8,9,0,2021,3,6,15,56,8
1251,45,1,13340,3.99,2005,8,19,20,18,39,2021,3,6,15,56,8
1252,45,2,13394,4.99,2005,8,19,22,5,19,2021,3,6,15,56,8
1253,45,1,14576,6.99,2005,8,21,16,52,3,2021,3,6,15,56,8
1254,45,1,15812,10.99,2005,8,23,14,47,26,2021,3,6,15,56,8
1255,45,2,16037,7.99,2005,8,23,22,13,4,2021,3,6,15,56,8
1256,46,2,401,2.99,2005,5,27,12,57,55,2021,3,6,15,56,8
1257,46,2,432,4.99,2005,5,27,16,40,29,2021,3,6,15,56,8
1258,46,1,938,2.99,2005,5,30,14,47,31,2021,3,6,15,56,8
1259,46,1,1166,4.99,2005,6,14,23,17,3,2021,3,6,15,56,8
1260,46,2,1214,4.99,2005,6,15,3,18,40,2021,3,6,15,56,8
1261,46,2,2144,0.99,2005,6,17,22,5,40,2021,3,6,15,56,8
1262,46,1,2203,2.99,2005,6,18,2,10,42,2021,3,6,15,56,8
1263,46,2,2965,8.99,2005,6,20,7,33,38,2021,3,6,15,56,8
1264,46,2,2975,4.99,2005,6,20,8,6,18,2021,3,6,15,56,8
1265,46,2,3439,4.99,2005,6,21,19,36,15,2021,3,6,15,56,8
1266,46,2,3855,2.99,2005,7,6,17,3,48,2021,3,6,15,56,8
1267,46,1,3916,4.99,2005,7,6,20,18,50,2021,3,6,15,56,8
1268,46,2,5698,4.99,2005,7,10,9,47,0,2021,3,6,15,56,8
1269,46,1,7336,0.99,2005,7,27,14,11,45,2021,3,6,15,56,8
1270,46,2,8152,3.99,2005,7,28,20,53,5,2021,3,6,15,56,8
1271,46,2,9045,8.99,2005,7,30,6,36,57,2021,3,6,15,56,8
1272,46,2,9806,2.99,2005,7,31,11,13,49,2021,3,6,15,56,8
1273,46,1,10088,2.99,2005,7,31,20,16,21,2021,3,6,15,56,8
1274,46,2,10428,4.99,2005,8,1,8,30,11,2021,3,6,15,56,8
1275,46,1,10803,4.99,2005,8,1,22,22,7,2021,3,6,15,56,8
1276,46,1,10827,5.99,2005,8,1,23,13,0,2021,3,6,15,56,8
1277,46,1,11721,0.99,2005,8,17,7,49,17,2021,3,6,15,56,8
1278,46,2,12095,4.99,2005,8,17,22,32,37,2021,3,6,15,56,8
1279,46,2,12238,2.99,2005,8,18,3,25,8,2021,3,6,15,56,8
1280,46,2,12280,4.99,2005,8,18,4,49,27,2021,3,6,15,56,8
1281,46,1,12298,2.99,2005,8,18,5,30,31,2021,3,6,15,56,8
1282,46,2,12455,4.99,2005,8,18,11,19,47,2021,3,6,15,56,8
1283,46,1,13226,0.99,2005,8,19,16,5,36,2021,3,6,15,56,8
1284,46,2,14144,4.99,2005,8,21,2,10,57,2021,3,6,15,56,8
1285,46,2,14528,6.99,2005,8,21,15,8,5,2021,3,6,15,56,8
1286,46,1,14940,4.99,2005,8,22,5,54,3,2021,3,6,15,56,8
1287,46,1,15438,2.99,2005,8,23,0,31,57,2021,3,6,15,56,8
1288,46,1,15708,0.99,2005,8,23,10,35,51,2021,3,6,15,56,8
1289,46,1,15758,5.99,2005,8,23,12,47,26,2021,3,6,15,56,8
1290,47,2,175,3.99,2005,5,26,3,46,26,2021,3,6,15,56,9
1291,47,2,207,4.99,2005,5,26,8,4,38,2021,3,6,15,56,9
1292,47,1,300,6.99,2005,5,26,20,57,0,2021,3,6,15,56,9
1293,47,1,1882,4.99,2005,6,17,3,17,21,2021,3,6,15,56,9
1294,47,1,2307,6.99,2005,6,18,8,34,59,2021,3,6,15,56,9
1295,47,2,3320,5.99,2005,6,21,8,29,41,2021,3,6,15,56,9
1296,47,1,3631,4.99,2005,7,6,6,36,53,2021,3,6,15,56,9
1297,47,2,4064,5.99,2005,7,7,4,29,20,2021,3,6,15,56,9
1298,47,1,5174,0.99,2005,7,9,9,31,59,2021,3,6,15,56,9
1299,47,2,6153,9.99,2005,7,11,9,31,4,2021,3,6,15,56,9
1300,47,2,6164,0.99,2005,7,11,10,16,23,2021,3,6,15,56,9
1301,47,1,6337,3.99,2005,7,11,19,30,47,2021,3,6,15,56,9
1302,47,2,8159,4.99,2005,7,28,21,9,28,2021,3,6,15,56,9
1303,47,2,8402,6.99,2005,7,29,6,25,45,2021,3,6,15,56,9
1304,47,1,8863,3.99,2005,7,29,23,52,1,2021,3,6,15,56,9
1305,47,2,9274,4.99,2005,7,30,15,7,4,2021,3,6,15,56,9
1306,47,1,11126,0.99,2005,8,2,8,59,4,2021,3,6,15,56,9
1307,47,2,11477,5.99,2005,8,2,22,9,1,2021,3,6,15,56,9
1308,47,1,12215,7.99,2005,8,18,2,35,39,2021,3,6,15,56,9
1309,47,2,12274,7.99,2005,8,18,4,41,47,2021,3,6,15,56,9
1310,47,1,14397,0.99,2005,8,21,10,25,56,2021,3,6,15,56,9
1311,47,2,15846,2.99,2005,8,23,15,39,18,2021,3,6,15,56,9
1312,48,2,72,0.99,2005,5,25,10,52,13,2021,3,6,15,56,9
1313,48,1,297,2.99,2005,5,26,20,48,48,2021,3,6,15,56,9
1314,48,1,390,4.99,2005,5,27,11,2,26,2021,3,6,15,56,9
1315,48,2,1689,9.99,2005,6,16,12,18,41,2021,3,6,15,56,9
1316,48,2,2822,0.99,2005,6,19,20,29,24,2021,3,6,15,56,9
1317,48,2,3758,4.99,2005,7,6,12,43,11,2021,3,6,15,56,9
1318,48,1,4367,2.99,2005,7,7,19,52,1,2021,3,6,15,56,9
1319,48,2,5148,6.99,2005,7,9,8,22,46,2021,3,6,15,56,9
1320,48,2,6498,3.99,2005,7,12,3,5,38,2021,3,6,15,56,9
1321,48,1,7920,2.99,2005,7,28,12,1,19,2021,3,6,15,56,9
1322,48,1,8716,6.99,2005,7,29,17,39,9,2021,3,6,15,56,9
1323,48,1,9402,7.99,2005,7,30,20,18,27,2021,3,6,15,56,9
1324,48,2,9742,7.99,2005,7,31,9,10,20,2021,3,6,15,56,9
1325,48,2,10276,2.99,2005,8,1,3,22,23,2021,3,6,15,56,9
1326,48,2,14450,1.99,2005,8,21,12,21,25,2021,3,6,15,56,9
1327,48,2,14536,2.99,2005,8,21,15,22,50,2021,3,6,15,56,9
1328,48,1,15228,3.99,2005,8,22,17,27,23,2021,3,6,15,56,9
1329,49,2,96,1.99,2005,5,25,16,32,19,2021,3,6,15,56,9
1330,49,1,239,3.99,2005,5,26,12,30,26,2021,3,6,15,56,9
1331,49,2,846,2.99,2005,5,30,1,17,45,2021,3,6,15,56,9
1332,49,2,1010,4.99,2005,5,31,1,57,32,2021,3,6,15,56,9
1333,49,1,1164,0.99,2005,6,14,23,16,26,2021,3,6,15,56,9
1334,49,2,1237,9.99,2005,6,15,4,44,10,2021,3,6,15,56,9
1335,49,2,1688,0.99,2005,6,16,12,11,20,2021,3,6,15,56,9
1336,49,2,1777,6.99,2005,6,16,18,52,12,2021,3,6,15,56,9
1337,49,2,3235,4.99,2005,6,21,2,46,17,2021,3,6,15,56,9
1338,49,2,3575,4.99,2005,7,6,3,36,19,2021,3,6,15,56,9
1339,49,2,3615,0.99,2005,7,6,5,47,47,2021,3,6,15,56,9
1340,49,1,5491,2.99,2005,7,10,0,9,45,2021,3,6,15,56,9
1341,49,1,6214,4.99,2005,7,11,12,49,48,2021,3,6,15,56,9
1342,49,1,6279,6.99,2005,7,11,16,26,7,2021,3,6,15,56,9
1343,49,1,6521,7.99,2005,7,12,4,6,11,2021,3,6,15,56,9
1344,49,2,6759,4.99,2005,7,12,15,14,48,2021,3,6,15,56,9
1345,49,2,7209,4.99,2005,7,27,9,16,53,2021,3,6,15,56,9
1346,49,2,7742,8.99,2005,7,28,5,33,16,2021,3,6,15,56,9
1347,49,2,8553,10.99,2005,7,29,11,15,36,2021,3,6,15,56,9
1348,49,2,9006,0.99,2005,7,30,5,6,32,2021,3,6,15,56,9
1349,49,1,9851,4.99,2005,7,31,12,50,24,2021,3,6,15,56,9
1350,49,1,10144,4.99,2005,7,31,22,13,52,2021,3,6,15,56,9
1351,49,1,10266,0.99,2005,8,1,3,5,59,2021,3,6,15,56,9
1352,49,1,10588,2.99,2005,8,1,14,10,21,2021,3,6,15,56,9
1353,49,1,10814,2.99,2005,8,1,22,43,12,2021,3,6,15,56,9
1354,49,2,14168,5.99,2005,8,21,3,0,3,2021,3,6,15,56,9
1355,49,1,14627,6.99,2005,8,21,18,35,54,2021,3,6,15,56,9
1356,49,1,14676,2.99,2005,8,21,20,2,18,2021,3,6,15,56,9
1357,50,1,763,4.99,2005,5,29,11,32,15,2021,3,6,15,56,9
1358,50,1,794,4.99,2005,5,29,16,44,11,2021,3,6,15,56,9
1359,50,1,905,4.99,2005,5,30,10,25,0,2021,3,6,15,56,9
1360,50,1,1029,4.99,2005,5,31,3,52,2,2021,3,6,15,56,9
1361,50,2,1136,4.99,2005,5,31,19,19,36,2021,3,6,15,56,9
1362,50,1,1223,2.99,2005,6,15,3,38,53,2021,3,6,15,56,9
1363,50,1,1785,4.99,2005,6,16,19,27,12,2021,3,6,15,56,9
1364,50,2,3000,0.99,2005,6,20,9,32,33,2021,3,6,15,56,9
1365,50,2,3169,2.99,2005,6,20,21,55,54,2021,3,6,15,56,9
1366,50,2,4149,2.99,2005,7,7,8,40,17,2021,3,6,15,56,9
1367,50,2,5290,4.99,2005,7,9,15,14,47,2021,3,6,15,56,9
1368,50,2,5641,4.99,2005,7,10,6,43,43,2021,3,6,15,56,9
1369,50,2,5681,9.99,2005,7,10,8,48,39,2021,3,6,15,56,9
1370,50,1,5928,6.99,2005,7,10,21,58,30,2021,3,6,15,56,9
1371,50,2,6634,0.99,2005,7,12,9,37,18,2021,3,6,15,56,9
1372,50,1,6667,8.99,2005,7,12,11,36,22,2021,3,6,15,56,9
1373,50,1,7383,4.99,2005,7,27,15,46,53,2021,3,6,15,56,9
1374,50,1,8089,0.99,2005,7,28,18,26,47,2021,3,6,15,56,9
1375,50,1,8261,0.99,2005,7,29,1,11,5,2021,3,6,15,56,9
1376,50,1,8619,5.99,2005,7,29,13,50,8,2021,3,6,15,56,9
1377,50,2,9179,0.99,2005,7,30,12,2,41,2021,3,6,15,56,9
1378,50,1,9615,4.99,2005,7,31,3,59,56,2021,3,6,15,56,9
1379,50,2,9691,10.99,2005,7,31,7,9,55,2021,3,6,15,56,9
1380,50,2,10046,2.99,2005,7,31,19,7,11,2021,3,6,15,56,9
1381,50,2,10165,0.99,2005,7,31,23,21,23,2021,3,6,15,56,9
1382,50,2,10180,6.99,2005,7,31,23,57,43,2021,3,6,15,56,9
1383,50,2,10261,4.99,2005,8,1,2,58,27,2021,3,6,15,56,9
1384,50,2,10485,7.99,2005,8,1,10,20,34,2021,3,6,15,56,9
1385,50,2,11053,3.99,2005,8,2,6,27,13,2021,3,6,15,56,9
1386,50,1,12766,6.99,2005,8,18,23,25,20,2021,3,6,15,56,9
1387,50,2,13136,7.99,2005,8,19,12,24,23,2021,3,6,15,56,9
1388,50,1,14054,4.99,2005,8,20,22,17,1,2021,3,6,15,56,9
1389,50,2,15138,2.99,2005,8,22,13,36,30,2021,3,6,15,56,9
1390,50,2,15388,6.99,2005,8,22,22,49,23,2021,3,6,15,56,9
1391,50,1,16015,4.99,2005,8,23,21,25,3,2021,3,6,15,56,9
1392,51,2,119,4.99,2005,5,25,19,37,2,2021,3,6,15,56,9
1393,51,1,661,4.99,2005,5,28,21,1,25,2021,3,6,15,56,9
1394,51,2,1028,4.99,2005,5,31,3,48,5,2021,3,6,15,56,9
1395,51,2,1373,1.99,2005,6,15,14,48,4,2021,3,6,15,56,9
1396,51,1,1477,0.99,2005,6,15,21,11,18,2021,3,6,15,56,9
1397,51,1,3525,9.99,2005,7,6,1,2,39,2021,3,6,15,56,9
1398,51,1,5230,2.99,2005,7,9,12,30,23,2021,3,6,15,56,9
1399,51,2,5304,5.99,2005,7,9,15,48,6,2021,3,6,15,56,9
1400,51,1,5473,7.99,2005,7,9,23,19,11,2021,3,6,15,56,9
1401,51,1,5606,4.99,2005,7,10,5,7,55,2021,3,6,15,56,9
1402,51,1,7207,5.99,2005,7,27,9,13,26,2021,3,6,15,56,9
1403,51,1,7398,6.99,2005,7,27,16,7,22,2021,3,6,15,56,9
1404,51,1,7636,5.99,2005,7,28,1,8,36,2021,3,6,15,56,9
1405,51,1,8495,4.99,2005,7,29,9,5,6,2021,3,6,15,56,9
1406,51,1,8693,0.99,2005,7,29,16,44,13,2021,3,6,15,56,9
1407,51,1,8880,0.99,2005,7,30,0,16,55,2021,3,6,15,56,9
1408,51,2,9649,0.99,2005,7,31,5,46,54,2021,3,6,15,56,10
1409,51,2,10244,4.99,2005,8,1,2,20,1,2021,3,6,15,56,10
1410,51,1,10780,2.99,2005,8,1,21,14,24,2021,3,6,15,56,10
1411,51,1,10894,0.99,2005,8,2,1,12,35,2021,3,6,15,56,10
1412,51,1,11302,2.99,2005,8,2,15,38,3,2021,3,6,15,56,10
1413,51,2,11685,4.99,2005,8,17,6,39,16,2021,3,6,15,56,10
1414,51,2,11751,6.99,2005,8,17,9,7,56,2021,3,6,15,56,10
1415,51,1,12184,0.99,2005,8,18,1,36,0,2021,3,6,15,56,10
1416,51,1,12725,4.99,2005,8,18,21,43,9,2021,3,6,15,56,10
1417,51,2,13098,2.99,2005,8,19,10,51,59,2021,3,6,15,56,10
1418,51,1,13302,2.99,2005,8,19,18,54,26,2021,3,6,15,56,10
1419,51,1,13868,0.99,2005,8,20,15,6,26,2021,3,6,15,56,10
1420,51,2,13882,2.99,2005,8,20,15,23,26,2021,3,6,15,56,10
1421,51,2,14221,6.99,2005,8,21,4,49,41,2021,3,6,15,56,10
1422,51,2,14512,4.99,2005,8,21,14,47,9,2021,3,6,15,56,10
1423,51,1,14617,4.99,2005,8,21,18,7,40,2021,3,6,15,56,10
1424,51,1,14903,4.99,2005,8,22,4,31,50,2021,3,6,15,56,10
1425,52,1,874,0.99,2005,5,30,5,36,21,2021,3,6,15,56,10
1426,52,1,1196,4.99,2005,6,15,1,38,31,2021,3,6,15,56,10
1427,52,2,2232,0.99,2005,6,18,3,54,31,2021,3,6,15,56,10
1428,52,1,2862,2.99,2005,6,19,23,47,24,2021,3,6,15,56,10
1429,52,2,3196,4.99,2005,6,21,0,2,28,2021,3,6,15,56,10
1430,52,1,3997,1.99,2005,7,6,23,46,52,2021,3,6,15,56,10
1431,52,1,5308,0.99,2005,7,9,15,58,38,2021,3,6,15,56,10
1432,52,2,5313,3.99,2005,7,9,16,4,45,2021,3,6,15,56,10
1433,52,1,5607,2.99,2005,7,10,5,8,10,2021,3,6,15,56,10
1434,52,1,6394,7.99,2005,7,11,22,29,15,2021,3,6,15,56,10
1435,52,2,7284,0.99,2005,7,27,12,12,4,2021,3,6,15,56,10
1436,52,2,7438,5.99,2005,7,27,17,40,40,2021,3,6,15,56,10
1437,52,2,7627,4.99,2005,7,28,0,56,47,2021,3,6,15,56,10
1438,52,1,8686,4.99,2005,7,29,16,17,49,2021,3,6,15,56,10
1439,52,1,9029,4.99,2005,7,30,6,3,11,2021,3,6,15,56,10
1440,52,2,9749,3.99,2005,7,31,9,18,33,2021,3,6,15,56,10
1441,52,2,9797,4.99,2005,7,31,10,53,44,2021,3,6,15,56,10
1442,52,2,10591,0.99,2005,8,1,14,12,29,2021,3,6,15,56,10
1443,52,1,10635,0.99,2005,8,1,15,37,58,2021,3,6,15,56,10
1444,52,1,11068,0.99,2005,8,2,7,8,7,2021,3,6,15,56,10
1445,52,1,11731,3.99,2005,8,17,8,24,35,2021,3,6,15,56,10
1446,52,2,12200,2.99,2005,8,18,2,12,33,2021,3,6,15,56,10
1447,52,2,12520,0.99,2005,8,18,13,42,45,2021,3,6,15,56,10
1448,52,2,13090,5.99,2005,8,19,10,39,54,2021,3,6,15,56,10
1449,52,2,14820,2.99,2005,8,22,1,18,37,2021,3,6,15,56,10
1450,52,1,14822,5.99,2005,8,22,1,21,14,2021,3,6,15,56,10
1451,52,2,14961,6.99,2005,8,22,6,35,50,2021,3,6,15,56,10
1452,52,2,15891,5.99,2005,8,23,17,0,12,2021,3,6,15,56,10
1453,52,1,12001,4.99,2006,2,14,15,16,3,2021,3,6,15,56,10
1454,53,1,88,3.99,2005,5,25,14,13,54,2021,3,6,15,56,10
1455,53,1,378,2.99,2005,5,27,9,23,22,2021,3,6,15,56,10
1456,53,1,751,0.99,2005,5,29,9,55,43,2021,3,6,15,56,10
1457,53,2,783,5.99,2005,5,29,14,41,18,2021,3,6,15,56,10
1458,53,2,856,9.99,2005,5,30,2,1,21,2021,3,6,15,56,10
1459,53,1,1107,2.99,2005,5,31,15,4,5,2021,3,6,15,56,10
1460,53,1,1964,0.99,2005,6,17,9,10,9,2021,3,6,15,56,10
1461,53,1,2388,2.99,2005,6,18,15,26,30,2021,3,6,15,56,10
1462,53,1,2903,2.99,2005,6,20,2,49,1,2021,3,6,15,56,10
1463,53,2,3140,2.99,2005,6,20,19,47,12,2021,3,6,15,56,10
1464,53,2,3244,0.99,2005,6,21,3,1,10,2021,3,6,15,56,10
1465,53,2,3591,2.99,2005,7,6,4,37,10,2021,3,6,15,56,10
1466,53,2,3898,4.99,2005,7,6,19,12,37,2021,3,6,15,56,10
1467,53,2,5185,2.99,2005,7,9,10,14,39,2021,3,6,15,56,10
1468,53,2,7466,2.99,2005,7,27,18,51,17,2021,3,6,15,56,10
1469,53,1,7699,4.99,2005,7,28,3,52,21,2021,3,6,15,56,10
1470,53,1,9343,4.99,2005,7,30,18,13,13,2021,3,6,15,56,10
1471,53,1,9928,7.99,2005,7,31,15,13,57,2021,3,6,15,56,10
1472,53,1,10594,3.99,2005,8,1,14,14,59,2021,3,6,15,56,10
1473,53,1,12054,5.99,2005,8,17,20,59,56,2021,3,6,15,56,10
1474,53,1,12580,2.99,2005,8,18,15,49,8,2021,3,6,15,56,10
1475,53,1,13049,5.99,2005,8,19,9,25,40,2021,3,6,15,56,10
1476,53,2,13789,2.99,2005,8,20,12,16,38,2021,3,6,15,56,10
1477,53,1,14061,2.99,2005,8,20,22,32,11,2021,3,6,15,56,10
1478,53,2,14091,0.99,2005,8,21,0,11,17,2021,3,6,15,56,10
1479,53,2,14119,5.99,2005,8,21,1,15,59,2021,3,6,15,56,10
1480,53,1,14671,4.99,2005,8,21,19,59,30,2021,3,6,15,56,10
1481,53,2,14811,0.99,2005,8,22,1,9,4,2021,3,6,15,56,10
1482,53,2,11657,7.98,2006,2,14,15,16,3,2021,3,6,15,56,10
1483,53,1,14137,0.0,2006,2,14,15,16,3,2021,3,6,15,56,10
1484,54,2,198,4.99,2005,5,26,7,3,49,2021,3,6,15,56,10
1485,54,2,441,4.99,2005,5,27,18,11,5,2021,3,6,15,56,10
1486,54,2,545,3.99,2005,5,28,7,10,20,2021,3,6,15,56,10
1487,54,1,1556,4.99,2005,6,16,2,19,2,2021,3,6,15,56,10
1488,54,1,1571,2.99,2005,6,16,3,22,0,2021,3,6,15,56,10
1489,54,2,2323,6.99,2005,6,18,9,55,2,2021,3,6,15,56,10
1490,54,1,2647,4.99,2005,6,19,9,57,56,2021,3,6,15,56,10
1491,54,2,4657,4.99,2005,7,8,9,51,2,2021,3,6,15,56,10
1492,54,2,5055,1.99,2005,7,9,4,5,28,2021,3,6,15,56,10
1493,54,1,5929,2.99,2005,7,10,21,59,29,2021,3,6,15,56,10
1494,54,1,5992,2.99,2005,7,11,1,6,21,2021,3,6,15,56,10
1495,54,1,6338,7.99,2005,7,11,19,39,41,2021,3,6,15,56,10
1496,54,2,6560,2.99,2005,7,12,5,22,6,2021,3,6,15,56,10
1497,54,1,6813,0.99,2005,7,12,18,3,50,2021,3,6,15,56,10
1498,54,2,8992,4.99,2005,7,30,4,44,18,2021,3,6,15,56,10
1499,54,2,10489,5.99,2005,8,1,10,27,42,2021,3,6,15,56,10
1500,54,2,10882,5.99,2005,8,2,0,47,16,2021,3,6,15,56,10
1501,54,1,10956,4.99,2005,8,2,3,33,14,2021,3,6,15,56,10
1502,54,1,11182,4.99,2005,8,2,10,55,14,2021,3,6,15,56,10
1503,54,2,11887,2.99,2005,8,17,15,3,13,2021,3,6,15,56,10
1504,54,1,12526,2.99,2005,8,18,13,48,43,2021,3,6,15,56,10
1505,54,2,12775,5.99,2005,8,18,23,35,56,2021,3,6,15,56,10
1506,54,1,12811,4.99,2005,8,19,0,51,28,2021,3,6,15,56,10
1507,54,2,12872,0.99,2005,8,19,2,57,37,2021,3,6,15,56,10
1508,54,2,13315,2.99,2005,8,19,19,16,18,2021,3,6,15,56,10
1509,54,1,13890,0.99,2005,8,20,15,41,0,2021,3,6,15,56,10
1510,54,1,14215,4.99,2005,8,21,4,34,11,2021,3,6,15,56,10
1511,54,1,15226,10.99,2005,8,22,17,20,17,2021,3,6,15,56,10
1512,54,1,15567,4.99,2005,8,23,5,20,36,2021,3,6,15,56,10
1513,55,1,555,4.99,2005,5,28,8,31,14,2021,3,6,15,56,10
1514,55,1,1027,9.99,2005,5,31,3,46,19,2021,3,6,15,56,10
1515,55,1,1048,0.99,2005,5,31,6,49,53,2021,3,6,15,56,10
1516,55,2,1825,2.99,2005,6,16,21,53,5,2021,3,6,15,56,10
1517,55,2,2062,2.99,2005,6,17,15,56,43,2021,3,6,15,56,10
1518,55,1,2904,2.99,2005,6,20,2,54,6,2021,3,6,15,56,10
1519,55,1,2976,4.99,2005,6,20,8,9,11,2021,3,6,15,56,10
1520,55,1,3149,4.99,2005,6,20,20,34,55,2021,3,6,15,56,10
1521,55,1,4671,4.99,2005,7,8,10,15,32,2021,3,6,15,56,10
1522,55,2,6314,7.99,2005,7,11,18,32,44,2021,3,6,15,56,10
1523,55,2,7050,4.99,2005,7,27,3,33,17,2021,3,6,15,56,10
1524,55,2,8288,6.99,2005,7,29,2,4,22,2021,3,6,15,56,10
1525,55,1,9302,2.99,2005,7,30,16,34,57,2021,3,6,15,56,10
1526,55,2,9596,5.99,2005,7,31,3,28,47,2021,3,6,15,56,10
1527,55,2,9798,2.99,2005,7,31,10,55,18,2021,3,6,15,56,10
1528,55,2,11287,1.99,2005,8,2,14,49,51,2021,3,6,15,56,10
1529,55,1,12776,4.99,2005,8,18,23,37,33,2021,3,6,15,56,10
1530,55,1,12808,4.99,2005,8,19,0,40,41,2021,3,6,15,56,10
1531,55,2,12972,1.99,2005,8,19,6,43,28,2021,3,6,15,56,10
1532,55,1,13345,6.99,2005,8,19,20,25,24,2021,3,6,15,56,10
1533,55,1,14667,2.99,2005,8,21,19,51,11,2021,3,6,15,56,10
1534,55,1,15296,4.99,2005,8,22,19,37,20,2021,3,6,15,56,11
1535,56,1,130,3.99,2005,5,25,21,21,56,2021,3,6,15,56,11
1536,56,1,341,5.99,2005,5,27,4,1,42,2021,3,6,15,56,11
1537,56,1,496,2.99,2005,5,28,0,43,41,2021,3,6,15,56,11
1538,56,1,569,6.99,2005,5,28,10,12,41,2021,3,6,15,56,11
1539,56,2,1795,6.99,2005,6,16,20,9,1,2021,3,6,15,56,11
1540,56,1,2140,0.99,2005,6,17,21,40,29,2021,3,6,15,56,11
1541,56,1,2485,4.99,2005,6,18,21,26,3,2021,3,6,15,56,11
1542,56,1,2989,0.99,2005,6,20,8,59,37,2021,3,6,15,56,11
1543,56,1,3718,7.99,2005,7,6,10,57,56,2021,3,6,15,56,11
1544,56,2,3771,2.99,2005,7,6,13,19,34,2021,3,6,15,56,11
1545,56,1,4097,3.99,2005,7,7,6,10,55,2021,3,6,15,56,11
