ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,DEALSIZE
10278,S18_1589,23,100.0,2604.52,2,Small
10288,S18_1589,20,100.0,2936.8,14,Small
10301,S18_1589,32,100.0,3424.64,4,Medium
10311,S18_1589,29,100.0,2923.2,9,Small
10321,S18_1589,44,100.0,4489.76,6,Medium
10331,S18_1589,44,100.0,4849.24,14,Medium
10343,S18_1589,36,100.0,5848.92,4,Medium
10367,S18_1589,49,56.3,2758.7,1,Small
10378,S18_1589,34,42.64,1449.76,5,Small
10407,S18_1589,59,100.0,7048.14,11,Large
10419,S18_1589,37,100.0,5202.94,1,Medium
10106,S18_1662,36,100.0,5279.4,12,Medium
10119,S18_1662,43,100.0,6916.12,3,Medium
10131,S18_1662,21,100.0,2781.66,4,Small
10143,S18_1662,32,100.0,5248.0,7,Medium
10155,S18_1662,38,100.0,6531.44,5,Medium
10167,S18_1662,43,100.0,5763.72,1,Medium
10178,S18_1662,42,100.0,6490.68,4,Medium
10186,S18_1662,32,100.0,6004.8,1,Medium
10198,S18_1662,42,100.0,7483.98,4,Large
10210,S18_1662,31,100.0,5719.5,17,Medium
10222,S18_1662,49,100.0,6954.08,4,Medium
10250,S18_1662,45,100.0,8160.3,14,Large
10262,S18_1662,49,100.0,6567.96,9,Medium
10274,S18_1662,41,100.0,6724.0,1,Medium
10284,S18_1662,45,100.0,5747.85,11,Medium
10296,S18_1662,36,100.0,5676.84,7,Medium
10307,S18_1662,39,100.0,7379.97,1,Large
10316,S18_1662,27,100.0,3704.13,9,Medium
10327,S18_1662,25,100.0,2804.75,6,Small
10338,S18_1662,41,100.0,5624.79,1,Medium
10351,S18_1662,39,99.52,3881.28,1,Medium
10373,S18_1662,28,57.55,1611.4,4,Small
10386,S18_1662,25,54.57,1364.25,7,Small
10398,S18_1662,33,100.0,4215.09,11,Medium
10400,S18_1662,34,100.0,6433.82,1,Medium
10416,S18_1662,24,100.0,4352.16,14,Medium
10100,S18_1749,30,100.0,5151.0,3,Medium
10110,S18_1749,42,100.0,6069.0,7,Medium
10124,S18_1749,21,100.0,2856.0,6,Small
10149,S18_1749,34,100.0,5375.4,11,Medium
10162,S18_1749,29,100.0,5176.5,9,Medium
10173,S18_1749,24,100.0,3508.8,13,Medium
10182,S18_1749,44,100.0,7554.8,10,Large
10193,S18_1749,21,100.0,3141.6,14,Medium
10204,S18_1749,33,100.0,5890.5,4,Medium
10214,S18_1749,30,100.0,5967.0,7,Medium
10227,S18_1749,26,100.0,3712.8,10,Medium
10241,S18_1749,41,100.0,7597.3,2,Large
10280,S18_1749,26,100.0,3668.6,16,Medium
10288,S18_1749,32,100.0,5875.2,5,Medium
10302,S18_1749,43,100.0,7310.0,1,Large
10312,S18_1749,48,100.0,8078.4,17,Large
10331,S18_1749,44,74.04,3257.76,7,Medium
10344,S18_1749,45,100.0,7650.0,1,Large
10367,S18_1749,37,100.0,4703.81,3,Medium
10379,S18_1749,39,100.0,5399.55,2,Medium
10407,S18_1749,76,100.0,14082.8,2,Large
10420,S18_1749,37,100.0,5283.6,5,Medium
10108,S18_1889,38,82.39,3130.82,2,Medium
10122,S18_1889,43,72.38,3112.34,6,Medium
10135,S18_1889,48,79.31,3806.88,3,Medium
10147,S18_1889,26,82.39,2142.14,3,Small
10160,S18_1889,38,88.55,3364.9,4,Medium
10170,S18_1889,20,63.14,1262.8,2,Small
10181,S18_1889,22,73.92,1626.24,10,Small
10192,S18_1889,45,90.86,4088.7,15,Medium
10203,S18_1889,45,85.47,3846.15,4,Medium
10212,S18_1889,20,66.99,1339.8,14,Small
10225,S18_1889,47,64.68,3039.96,5,Medium
10239,S18_1889,46,73.92,3400.32,4,Medium
10253,S18_1889,23,83.93,1930.39,9,Small
10266,S18_1889,33,74.69,2464.77,10,Small
10278,S18_1889,29,90.86,2634.94,10,Small
10287,S18_1889,44,82.39,3625.16,8,Medium
10300,S18_1889,41,92.4,3788.4,1,Medium
10310,S18_1889,20,91.63,1832.6,6,Small
10321,S18_1889,37,78.54,2905.98,14,Small
10329,S18_1889,29,100.0,2954.81,9,Small
10342,S18_1889,55,65.45,3599.75,1,Medium
10363,S18_1889,22,100.0,3686.54,7,Medium
10377,S18_1889,31,67.76,2100.56,4,Small
10389,S18_1889,49,79.22,3881.78,3,Medium
10405,S18_1889,61,73.92,4509.12,4,Medium
10419,S18_1889,39,83.93,3273.27,9,Medium
10109,S18_1984,38,100.0,4432.7,3,Medium
10122,S18_1984,31,100.0,4100.99,1,Medium
10136,S18_1984,36,100.0,5274.72,1,Medium
10148,S18_1984,25,100.0,4232.0,12,Medium
10161,S18_1984,48,100.0,6145.44,11,Medium
10171,S18_1984,35,100.0,4680.2,1,Medium
10181,S18_1984,21,100.0,3286.08,5,Medium
10192,S18_1984,47,100.0,7421.3,10,Large
10204,S18_1984,38,100.0,6432.64,16,Medium
10212,S18_1984,41,100.0,4840.87,9,Medium
10226,S18_1984,24,100.0,3892.08,7,Medium
10240,S18_1984,37,100.0,5526.32,2,Medium
10253,S18_1984,33,100.0,4459.62,4,Medium
10266,S18_1984,49,100.0,6203.4,5,Medium
10278,S18_1984,29,100.0,3754.05,5,Medium
10287,S18_1984,24,100.0,3516.48,3,Medium
10301,S18_1984,47,100.0,7488.04,7,Large
10310,S18_1984,24,100.0,3448.08,1,Medium
10321,S18_1984,25,100.0,3734.0,9,Medium
10331,S18_1984,30,32.47,974.1,8,Small
10342,S18_1984,22,100.0,3160.74,3,Medium
10356,S18_1984,27,64.69,1746.63,2,Small
10366,S18_1984,34,100.0,4207.84,3,Medium
10377,S18_1984,36,100.0,4352.76,6,Medium
10390,S18_1984,34,43.05,1463.7,15,Small
10406,S18_1984,48,100.0,7169.28,2,Large
10419,S18_1984,34,100.0,4594.76,4,Medium
10104,S18_2238,24,100.0,3457.92,8,Medium
10115,S18_2238,46,100.0,7381.16,4,Large
10127,S18_2238,45,100.0,7146.9,10,Large
10141,S18_2238,39,100.0,5938.53,4,Medium
10151,S18_2238,43,100.0,7110.91,2,Large
10165,S18_2238,29,100.0,5032.95,11,Medium
10176,S18_2238,20,100.0,3667.6,10,Medium
10184,S18_2238,46,100.0,7381.16,5,Large
10195,S18_2238,27,100.0,5128.11,5,Medium
10207,S18_2238,44,100.0,7060.24,6,Large
10219,S18_2238,43,100.0,8448.64,1,Large
10230,S18_2238,49,100.0,7300.51,8,Large
10246,S18_2238,40,100.0,6549.2,4,Medium
10259,S18_2238,30,100.0,5697.9,3,Medium
10271,S18_2238,50,100.0,9169.0,4,Large
10282,S18_2238,23,100.0,3238.63,13,Medium
10292,S18_2238,26,100.0,4554.94,7,Medium
10305,S18_2238,27,100.0,3934.44,4,Medium
10314,S18_2238,42,100.0,5776.26,13,Medium
10324,S18_2238,47,100.0,7207.45,8,Large
10336,S18_2238,49,100.0,7460.74,6,Large
10349,S18_2238,38,100.0,6719.54,8,Medium
10358,S18_2238,20,100.0,2428.0,10,Small
10371,S18_2238,25,100.0,2602.25,7,Small
10382,S18_2238,25,88.0,2200.0,5,Small
10412,S18_2238,41,100.0,6712.93,4,Medium
10425,S18_2238,28,100.0,5318.04,3,Medium
10100,S18_2248,50,67.8,3390.0,2,Medium
10110,S18_2248,32,50.25,1608.0,6,Small
10124,S18_2248,42,53.88,2262.96,5,Small
10149,S18_2248,24,62.36,1496.64,10,Small
10162,S18_2248,27,69.62,1879.74,8,Small
10173,S18_2248,26,57.51,1495.26,12,Small
10182,S18_2248,38,61.15,2323.7,9,Small
10193,S18_2248,42,59.33,2491.86,13,Small
10204,S18_2248,23,71.44,1643.12,3,Small
10214,S18_2248,21,62.96,1322.16,6,Small
10227,S18_2248,28,50.85,1423.8,9,Small
10241,S18_2248,33,72.65,2397.45,1,Small
10280,S18_2248,25,62.96,1574.0,15,Small
10288,S18_2248,28,61.75,1729.0,4,Small
10303,S18_2248,46,49.04,2255.84,2,Small
10312,S18_2248,30,61.15,1834.5,16,Small
10332,S18_2248,38,84.25,3201.5,9,Medium
10344,S18_2248,40,56.91,2276.4,2,Small
10367,S18_2248,45,100.0,8884.8,4,Large
10379,S18_2248,27,49.3,1331.1,1,Small
10407,S18_2248,42,72.65,3051.3,1,Medium
10420,S18_2248,36,63.57,2288.52,4,Small
10104,S18_2319,29,100.0,3772.61,12,Medium
10114,S18_2319,39,100.0,4164.42,3,Medium
10127,S18_2319,45,100.0,6295.95,14,Medium
10141,S18_2319,47,100.0,6287.66,8,Medium
10151,S18_2319,49,100.0,5412.54,6,Medium
10165,S18_2319,46,100.0,5984.14,15,Medium
10175,S18_2319,48,100.0,5891.04,4,Medium
10184,S18_2319,46,100.0,5984.14,9,Medium
10195,S18_2319,35,100.0,3608.15,9,Medium
10207,S18_2319,43,100.0,5752.54,10,Medium
10229,S18_2319,26,100.0,3765.32,4,Medium
10246,S18_2319,22,98.18,2159.96,8,Small
10259,S18_2319,34,99.41,3379.94,7,Medium
10271,S18_2319,50,100.0,5093.5,8,Medium
10281,S18_2319,48,100.0,5773.44,4,Medium
10292,S18_2319,41,100.0,4528.86,11,Medium
10305,S18_2319,36,100.0,4816.08,8,Medium
10313,S18_2319,29,100.0,3416.78,2,Medium
10324,S18_2319,33,37.48,1236.84,10,Small
10334,S18_2319,46,100.0,5814.86,6,Medium
10349,S18_2319,38,100.0,5223.48,7,Medium
10358,S18_2319,20,36.42,728.4,11,Small
10370,S18_2319,22,100.0,3949.0,5,Medium
10383,S18_2319,27,100.0,3843.99,11,Medium
10412,S18_2319,56,98.18,5498.08,8,Medium
10425,S18_2319,38,99.41,3777.58,7,Medium
10101,S18_2325,25,100.0,3782.0,4,Medium
10110,S18_2325,33,100.0,3859.68,4,Medium
10124,S18_2325,42,100.0,4431.84,3,Medium
10149,S18_2325,33,100.0,4950.33,8,Medium
10162,S18_2325,38,100.0,4299.7,6,Medium
10173,S18_2325,31,100.0,4492.83,10,Medium
10182,S18_2325,20,100.0,2212.0,7,Small
10193,S18_2325,44,100.0,4642.88,11,Medium
10204,S18_2325,26,100.0,3206.32,1,Medium
10214,S18_2325,27,100.0,3604.23,4,Medium
10227,S18_2325,46,100.0,7017.76,7,Large
10243,S18_2325,47,100.0,6154.18,2,Medium
10280,S18_2325,37,100.0,4750.8,13,Medium
10288,S18_2325,31,100.0,3822.92,2,Medium
10304,S18_2325,24,100.0,2440.8,17,Small
10312,S18_2325,31,100.0,4729.36,14,Medium
10322,S18_2325,50,100.0,12536.5,6,Large
10332,S18_2325,35,64.69,2264.15,8,Small
10344,S18_2325,30,100.0,3928.2,3,Medium
10356,S18_2325,29,100.0,3630.22,3,Medium
10367,S18_2325,27,100.0,4196.07,5,Medium
10380,S18_2325,40,100.0,4931.6,10,Medium
10390,S18_2325,31,98.99,3068.69,16,Medium
10409,S18_2325,6,100.0,785.64,2,Small
10420,S18_2325,45,100.0,4977.0,2,Medium
10103,S18_2432,22,54.09,1189.98,2,Small
10114,S18_2432,45,68.67,3090.15,6,Medium
10126,S18_2432,43,65.02,2795.86,2,Small
10140,S18_2432,46,61.99,2851.54,2,Small
10151,S18_2432,39,69.28,2701.92,9,Small
10165,S18_2432,31,71.1,2204.1,18,Small
10175,S18_2432,41,69.28,2840.48,7,Small
10184,S18_2432,44,60.16,2647.04,12,Small
10194,S18_2432,45,70.49,3172.05,2,Medium
10207,S18_2432,37,69.89,2585.93,13,Small
10217,S18_2432,35,61.38,2148.3,2,Small
10229,S18_2432,28,59.55,1667.4,7,Small
10246,S18_2432,30,61.99,1859.7,11,Small
10259,S18_2432,30,49.22,1476.6,10,Small
10271,S18_2432,25,69.28,1732.0,11,Small
10281,S18_2432,29,57.73,1674.17,7,Small
10291,S18_2432,26,57.73,1500.98,2,Small
10305,S18_2432,41,53.48,2192.68,11,Small
10313,S18_2432,34,52.87,1797.58,5,Small
10322,S18_2432,35,61.21,2142.35,11,Small
10334,S18_2432,34,61.38,2086.92,1,Small
10347,S18_2432,50,100.0,6834.5,8,Medium
10357,S18_2432,41,61.99,2541.59,7,Small
10370,S18_2432,22,96.86,2130.92,7,Small
10381,S18_2432,35,48.62,1701.7,7,Small
10391,S18_2432,44,38.5,1694.0,5,Small
10412,S18_2432,47,61.99,2913.53,11,Small
10425,S18_2432,19,49.22,935.18,10,Small
10106,S18_2581,34,90.39,3073.26,2,Medium
10120,S18_2581,29,71.81,2082.49,8,Small
10133,S18_2581,49,69.27,3394.23,3,Medium
10145,S18_2581,30,85.32,2559.6,14,Small
10168,S18_2581,21,70.96,1490.16,9,Small
10210,S18_2581,50,76.88,3844.0,7,Medium
10223,S18_2581,47,100.0,4724.91,9,Medium
10235,S18_2581,24,76.03,1824.72,3,Small
10250,S18_2581,27,98.84,2668.68,4,Small
10263,S18_2581,33,86.17,2843.61,10,Small
10275,S18_2581,35,90.39,3163.65,9,Medium
10284,S18_2581,31,71.81,2226.11,1,Small
10297,S18_2581,25,82.79,2069.75,4,Small
10308,S18_2581,27,82.79,2235.33,7,Small
10318,S18_2581,31,100.0,3116.43,9,Medium
10327,S18_2581,45,100.0,4781.7,8,Medium
10339,S18_2581,27,100.0,2810.7,2,Small
10353,S18_2581,27,100.0,3515.67,1,Medium
10374,S18_2581,42,69.27,2909.34,2,Small
10386,S18_2581,21,74.77,1570.17,18,Small
10398,S18_2581,34,76.88,2613.92,15,Small
10401,S18_2581,42,76.03,3193.26,3,Medium
10416,S18_2581,15,98.84,1482.6,4,Small
10107,S18_2625,29,70.87,2055.23,6,Small
10120,S18_2625,46,58.15,2674.9,4,Small
10134,S18_2625,30,61.78,1853.4,6,Small
10145,S18_2625,30,49.67,1490.1,10,Small
10159,S18_2625,42,51.48,2162.16,18,Small
10168,S18_2625,46,61.18,2814.28,5,Small
10180,S18_2625,25,64.2,1605.0,13,Small
10188,S18_2625,32,65.42,2093.44,5,Small
10201,S18_2625,30,64.81,1944.3,6,Small
10210,S18_2625,40,49.67,1986.8,3,Small
10223,S18_2625,28,60.57,1695.96,5,Small
10236,S18_2625,23,55.72,1281.56,2,Small
10251,S18_2625,29,61.18,1774.22,6,Small
10263,S18_2625,34,58.75,1997.5,6,Small
10275,S18_2625,37,63.6,2353.2,5,Small
10285,S18_2625,20,49.06,981.2,10,Small
10298,S18_2625,32,48.46,1550.72,2,Small
10308,S18_2625,34,52.09,1771.06,3,Small
10318,S18_2625,42,52.7,2213.4,5,Small
10329,S18_2625,38,100.0,5266.04,12,Medium
10339,S18_2625,30,62.16,1864.8,1,Small
10362,S18_2625,23,49.67,1142.41,3,Small
10374,S18_2625,22,53.3,1172.6,4,Small
10389,S18_2625,39,100.0,6981.0,5,Medium
10402,S18_2625,55,55.72,3064.6,2,Medium
10417,S18_2625,36,61.18,2202.48,6,Small
10101,S18_2795,26,100.0,3773.38,1,Medium
10110,S18_2795,31,100.0,5074.39,1,Medium
10125,S18_2795,34,100.0,6483.46,2,Medium
10139,S18_2795,41,100.0,7956.46,8,Large
10149,S18_2795,23,100.0,4230.62,5,Medium
10162,S18_2795,48,100.0,7209.12,3,Large
10173,S18_2795,22,100.0,3452.68,7,Medium
10182,S18_2795,21,100.0,3047.73,4,Medium
10193,S18_2795,22,100.0,3675.32,8,Medium
10205,S18_2795,40,100.0,7492.4,3,Large
10214,S18_2795,50,100.0,9534.5,1,Large
10227,S18_2795,29,100.0,5579.02,4,Medium
10244,S18_2795,43,100.0,5950.34,8,Medium
10255,S18_2795,24,100.0,3726.0,1,Medium
10280,S18_2795,22,100.0,4455.0,10,Medium
10289,S18_2795,43,100.0,8272.34,3,Large
10304,S18_2795,20,100.0,3577.6,14,Medium
10312,S18_2795,25,100.0,3881.25,11,Medium
10322,S18_2795,36,100.0,5797.44,2,Medium
10332,S18_2795,24,52.67,1264.08,1,Small
10347,S18_2795,21,100.0,4815.3,6,Medium
10356,S18_2795,30,100.0,4462.2,1,Medium
10367,S18_2795,32,94.79,3033.28,7,Medium
10380,S18_2795,21,47.18,990.78,8,Small
10390,S18_2795,26,78.11,2030.86,7,Small
10421,S18_2795,35,100.0,5433.75,1,Medium
10109,S18_2870,26,100.0,3157.44,1,Medium
10123,S18_2870,46,100.0,5161.2,3,Medium
10137,S18_2870,37,100.0,4346.76,3,Medium
10148,S18_2870,27,100.0,3528.36,10,Medium
10161,S18_2870,23,100.0,3187.8,9,Medium
10172,S18_2870,39,100.0,6023.16,7,Medium
10181,S18_2870,27,100.0,3884.76,3,Medium
10192,S18_2870,38,100.0,4965.84,8,Medium
10204,S18_2870,27,100.0,4169.88,14,Medium
10212,S18_2870,40,100.0,4910.4,7,Medium
10226,S18_2870,24,100.0,3231.36,5,Medium
10241,S18_2870,44,100.0,6853.44,12,Medium
10253,S18_2870,37,100.0,5177.04,2,Medium
10266,S18_2870,20,100.0,2824.8,3,Small
10278,S18_2870,39,100.0,4324.32,3,Medium
10287,S18_2870,44,100.0,5052.96,1,Medium
10301,S18_2870,22,100.0,3223.44,5,Medium
10311,S18_2870,43,100.0,5278.68,10,Medium
10321,S18_2870,27,100.0,2851.2,7,Small
10331,S18_2870,26,64.9,1687.4,10,Small
10343,S18_2870,25,52.32,1308.0,3,Small
10366,S18_2870,49,100.0,6144.6,2,Medium
10379,S18_2870,29,100.0,5127.2,5,Medium
10407,S18_2870,41,100.0,6386.16,12,Medium
10419,S18_2870,55,100.0,7695.6,2,Large
10103,S18_2949,27,83.07,2242.89,12,Small
10112,S18_2949,23,100.0,2539.89,2,Small
10126,S18_2949,31,90.17,2795.27,12,Small
10139,S18_2949,46,100.0,5545.76,1,Medium
10150,S18_2949,47,91.18,4285.46,9,Medium
10163,S18_2949,31,100.0,3329.09,2,Medium
10174,S18_2949,46,100.0,5592.22,5,Medium
10183,S18_2949,37,89.15,3298.55,9,Medium
10193,S18_2949,28,93.21,2609.88,1,Small
10206,S18_2949,37,90.17,3336.29,7,Medium
10215,S18_2949,49,100.0,5510.05,4,Medium
10228,S18_2949,24,100.0,2504.4,3,Small
10244,S18_2949,30,100.0,3525.6,1,Medium
10257,S18_2949,50,88.14,4407.0,1,Medium
10270,S18_2949,31,96.24,2983.44,10,Small
10280,S18_2949,46,100.0,5126.24,3,Medium
10291,S18_2949,47,100.0,5713.79,12,Medium
10304,S18_2949,46,100.0,4613.8,7,Medium
10312,S18_2949,37,100.0,3711.1,4,Medium
10322,S18_2949,33,100.0,3524.73,12,Medium
10333,S18_2949,31,90.17,2795.27,5,Small
10347,S18_2949,48,100.0,4814.4,9,Medium
10357,S18_2949,41,87.13,3572.33,6,Medium
10369,S18_2949,42,100.0,4581.36,1,Medium
10381,S18_2949,41,100.0,4319.76,8,Medium
10391,S18_2949,32,45.25,1448.0,6,Small
10423,S18_2949,10,88.14,881.4,1,Small
10103,S18_2957,35,57.46,2011.1,14,Small
10111,S18_2957,28,64.33,1801.24,2,Small
10126,S18_2957,46,73.7,3390.2,14,Medium
10139,S18_2957,20,71.2,1424.0,3,Small
10150,S18_2957,30,49.97,1499.1,11,Small
10163,S18_2957,48,69.96,3358.08,4,Medium
10173,S18_2957,28,53.72,1504.16,2,Small
10183,S18_2957,39,68.08,2655.12,11,Small
10193,S18_2957,24,51.84,1244.16,3,Small
10206,S18_2957,28,67.46,1888.88,9,Small
10215,S18_2957,31,58.71,1820.01,6,Small
10228,S18_2957,45,63.71,2866.95,5,Small
10244,S18_2957,24,58.09,1394.16,3,Small
10257,S18_2957,49,53.72,2632.28,3,Small
10269,S18_2957,32,63.08,2018.56,1,Small
10280,S18_2957,43,68.71,2954.53,5,Small
10291,S18_2957,37,50.59,1871.83,14,Small
10304,S18_2957,24,64.96,1559.04,9,Small
10312,S18_2957,35,53.72,1880.2,6,Small
10322,S18_2957,41,29.87,1224.67,13,Small
10332,S18_2957,26,100.0,2979.08,17,Small
10347,S18_2957,34,64.96,2208.64,10,Small
10357,S18_2957,49,70.58,3458.42,5,Medium
10369,S18_2957,28,44.21,1237.88,6,Small
10381,S18_2957,40,68.08,2723.2,4,Small
10392,S18_2957,37,59.96,2218.52,3,Small
10423,S18_2957,31,53.72,1665.32,3,Small
10106,S18_3029,41,83.44,3421.04,18,Medium
10119,S18_3029,21,89.46,1878.66,9,Small
10130,S18_3029,40,96.34,3853.6,2,Medium
10143,S18_3029,46,74.84,3442.64,13,Medium
10155,S18_3029,44,79.14,3482.16,11,Medium
10167,S18_3029,46,73.12,3363.52,7,Medium
10178,S18_3029,41,81.72,3350.52,10,Medium
10186,S18_3029,32,89.46,2862.72,7,Small
10197,S18_3029,46,87.74,4036.04,4,Medium
10209,S18_3029,28,100.0,2817.92,6,Small
10222,S18_3029,49,94.62,4636.38,10,Medium
10248,S18_3029,21,73.98,1553.58,1,Small
10262,S18_3029,32,84.3,2697.6,15,Small
10273,S18_3029,34,98.06,3334.04,2,Medium
10283,S18_3029,21,98.06,2059.26,4,Small
10296,S18_3029,21,96.34,2023.14,13,Small
10307,S18_3029,31,83.44,2586.64,7,Small
10316,S18_3029,21,94.62,1987.02,15,Small
10327,S18_3029,25,45.86,1146.5,5,Small
10338,S18_3029,28,82.58,2312.24,3,Small
10350,S18_3029,43,64.97,2793.71,6,Small
10373,S18_3029,22,86.74,1908.28,5,Small
10386,S18_3029,37,93.01,3441.37,5,Medium
10398,S18_3029,28,72.26,2023.28,18,Small
10400,S18_3029,30,74.84,2245.2,7,Small
10414,S18_3029,44,73.98,3255.12,1,Medium
10103,S18_3136,25,100.0,2539.5,13,Small
10111,S18_3136,43,100.0,4818.15,1,Medium
10126,S18_3136,30,97.39,2921.7,13,Small
10139,S18_3136,20,90.06,1801.2,2,Small
10150,S18_3136,26,100.0,2804.36,10,Small
10163,S18_3136,40,100.0,4900.8,3,Medium
10173,S18_3136,31,89.01,2759.31,1,Small
10183,S18_3136,22,100.0,2488.2,10,Small
10193,S18_3136,23,100.0,2769.89,2,Small
10206,S18_3136,30,100.0,3581.4,8,Medium
10215,S18_3136,49,100.0,5285.14,5,Medium
10228,S18_3136,31,100.0,3181.53,4,Medium
10244,S18_3136,29,100.0,3340.51,2,Medium
10257,S18_3136,37,84.82,3138.34,2,Medium
10270,S18_3136,38,100.0,4775.08,11,Medium
10280,S18_3136,29,100.0,3006.43,4,Medium
10291,S18_3136,23,100.0,2866.26,13,Small
10304,S18_3136,26,85.87,2232.62,8,Small
10312,S18_3136,38,100.0,4457.02,5,Medium
10322,S18_3136,48,47.04,2257.92,7,Small
10332,S18_3136,40,39.8,1592.0,18,Small
10347,S18_3136,45,100.0,4948.2,11,Medium
10357,S18_3136,44,100.0,5160.76,4,Medium
10369,S18_3136,21,94.22,1978.62,5,Small
10381,S18_3136,35,100.0,4288.2,5,Medium
10392,S18_3136,29,86.92,2520.68,2,Small
10423,S18_3136,21,84.82,1781.22,2,Small
10105,S18_3140,22,100.0,3065.04,11,Medium
10117,S18_3140,26,100.0,3551.34,5,Medium
10128,S18_3140,41,100.0,5544.02,2,Medium
10142,S18_3140,47,100.0,6034.33,8,Medium
10153,S18_3140,31,100.0,3641.57,7,Medium
10166,S18_3140,43,100.0,6930.74,2,Medium
10177,S18_3140,23,100.0,3675.63,9,Medium
10185,S18_3140,28,100.0,3442.04,9,Medium
10196,S18_3140,49,100.0,6893.81,1,Medium
10208,S18_3140,24,100.0,2622.48,9,Small
10221,S18_3140,33,100.0,4417.38,3,Medium
10232,S18_3140,22,100.0,3606.02,6,Medium
10248,S18_3140,32,100.0,3802.56,12,Medium
10273,S18_3140,40,100.0,5026.4,13,Medium
10282,S18_3140,43,100.0,6695.53,1,Medium
10293,S18_3140,24,100.0,2819.28,4,Small
10306,S18_3140,32,100.0,3759.04,9,Medium
10314,S18_3140,20,100.0,2731.8,1,Small
10325,S18_3140,24,69.12,1658.88,9,Small
10336,S18_3140,48,100.0,5778.24,12,Medium
10350,S18_3140,44,100.0,5191.12,1,Medium
10372,S18_3140,28,100.0,3862.88,3,Medium
10383,S18_3140,24,61.52,1476.48,9,Small
10396,S18_3140,33,100.0,5273.73,2,Medium
10414,S18_3140,41,100.0,4872.03,12,Medium
10104,S18_3232,23,100.0,4556.99,13,Medium
10109,S18_3232,46,100.0,8257.0,5,Large
10114,S18_3232,48,100.0,8209.44,4,Large
10122,S18_3232,25,100.0,3598.5,3,Medium
10127,S18_3232,22,100.0,3837.24,15,Medium
10136,S18_3232,41,100.0,8331.61,3,Large
10141,S18_3232,34,100.0,4836.5,9,Medium
10148,S18_3232,32,100.0,5418.88,14,Medium
10151,S18_3232,21,100.0,3734.01,7,Medium
10160,S18_3232,20,100.0,3996.4,1,Medium
10165,S18_3232,47,100.0,8754.69,16,Large
10171,S18_3232,39,100.0,5481.45,3,Medium
10175,S18_3232,29,100.0,4419.89,5,Medium
10181,S18_3232,45,100.0,6324.75,7,Medium
10184,S18_3232,28,100.0,4409.72,10,Medium
10192,S18_3232,26,100.0,3918.46,12,Medium
10195,S18_3232,50,100.0,7620.5,10,Large
10203,S18_3232,48,100.0,8291.04,1,Large
10207,S18_3232,25,100.0,3937.25,11,Medium
10212,S18_3232,40,100.0,5554.4,11,Medium
10225,S18_3232,43,100.0,6407.86,2,Medium
10229,S18_3232,22,100.0,4172.52,5,Medium
10239,S18_3232,47,100.0,7083.37,1,Large
10246,S18_3232,36,100.0,7132.68,9,Large
10253,S18_3232,40,100.0,6773.6,6,Medium
10259,S18_3232,27,100.0,3657.69,8,Medium
10266,S18_3232,29,100.0,4812.55,7,Medium
10271,S18_3232,20,100.0,3928.6,9,Medium
10278,S18_3232,42,100.0,6401.22,7,Medium
10281,S18_3232,25,100.0,4191.25,5,Medium
10287,S18_3232,36,100.0,5852.52,5,Medium
10292,S18_3232,21,100.0,2844.87,12,Small
10301,S18_3232,23,100.0,4011.66,9,Medium
10305,S18_3232,37,100.0,7455.87,9,Large
10310,S18_3232,48,100.0,8940.96,3,Large
10313,S18_3232,25,100.0,4572.25,3,Medium
10321,S18_3232,33,100.0,5700.09,11,Medium
10324,S18_3232,27,100.0,3155.49,12,Medium
10331,S18_3232,27,100.0,4170.69,11,Medium
10334,S18_3232,20,100.0,2878.8,3,Small
10342,S18_3232,30,100.0,5029.5,4,Medium
10349,S18_3232,48,100.0,7396.8,6,Large
10358,S18_3232,32,93.49,2991.68,12,Small
10366,S18_3232,34,100.0,6275.72,1,Medium
10370,S18_3232,27,56.85,1534.95,9,Small
10377,S18_3232,39,100.0,7264.53,3,Large
10383,S18_3232,47,100.0,6869.05,6,Medium
10394,S18_3232,22,100.0,3353.02,5,Medium
10405,S18_3232,55,100.0,8289.05,1,Large
10412,S18_3232,60,100.0,11887.8,9,Large
10419,S18_3232,35,100.0,5926.9,6,Medium
10425,S18_3232,28,100.0,3793.16,8,Medium
10105,S18_3259,38,100.0,4330.1,13,Medium
10117,S18_3259,21,95.8,2011.8,7,Small
10128,S18_3259,41,100.0,4837.18,4,Medium
10142,S18_3259,22,97.81,2151.82,10,Small
10153,S18_3259,29,88.74,2573.46,9,Small
10165,S18_3259,50,100.0,5344.5,1,Medium
10177,S18_3259,29,100.0,3070.52,11,Medium
10185,S18_3259,49,80.67,3952.83,11,Medium
10196,S18_3259,35,100.0,3564.75,3,Medium
10208,S18_3259,48,100.0,5614.56,11,Medium
10221,S18_3259,23,80.67,1855.41,5,Small
10232,S18_3259,48,95.8,4598.4,8,Medium
10248,S18_3259,42,100.0,5082.42,14,Medium
10273,S18_3259,47,100.0,5450.59,15,Medium
10282,S18_3259,36,100.0,4174.92,3,Medium
10293,S18_3259,22,100.0,2418.24,6,Small
10306,S18_3259,40,91.76,3670.4,11,Medium
10314,S18_3259,23,100.0,2481.7,3,Small
10326,S18_3259,32,100.0,3807.68,6,Medium
10336,S18_3259,21,100.0,2230.41,7,Small
10350,S18_3259,41,93.04,3814.64,2,Medium
